"","MSSubClass_20","MSSubClass_30","MSSubClass_50","MSSubClass_60","MSSubClass_120","MSSubClass_160","MSZoning_C..all.","MSZoning_FV","MSZoning_RL","MSZoning_RM","LotFrontage","LotArea","Street_Pave","LotShape_IR2","LandContour_Bnk","LandContour_HLS","Utilities_AllPub","LotConfig_CulDSac","LotConfig_FR2","LandSlope_Mod","LandSlope_Sev","Neighborhood_BrkSide","Neighborhood_ClearCr","Neighborhood_Crawfor","Neighborhood_Edwards","Neighborhood_MeadowV","Neighborhood_Mitchel","Neighborhood_NoRidge","Neighborhood_NridgHt","Neighborhood_Somerst","Neighborhood_StoneBr","Neighborhood_Veenker","Condition1_Artery","Condition1_Norm","Condition1_PosA","Condition1_PosN","Condition1_RRAe","Condition1_RRAn","Condition1_RRNn","Condition2_PosA","Condition2_PosN","BldgType_1Fam","BldgType_Twnhs","BldgType_TwnhsE","HouseStyle_1.5Unf","HouseStyle_2.5Fin","HouseStyle_2.5Unf","HouseStyle_2Story","OverallQual_1","OverallQual_2","OverallQual_3","OverallQual_4","OverallQual_5","OverallQual_7","OverallQual_8","OverallQual_9","OverallQual_10","OverallCond_3","OverallCond_4","OverallCond_5","OverallCond_7","OverallCond_8","OverallCond_9","YearBuilt","YearRemodAdd","RoofStyle_Gambrel","RoofMatl_Membran","RoofMatl_Metal","RoofMatl_WdShngl","Exterior1st_BrkComm","Exterior1st_BrkFace","Exterior1st_CemntBd","Exterior1st_HdBoard","Exterior1st_ImStucc","Exterior1st_Stone","Exterior1st_VinylSd","Exterior1st_Wd.Sdng","Exterior2nd_CBlock","Exterior2nd_CmentBd","Exterior2nd_ImStucc","Exterior2nd_Other","Exterior2nd_VinylSd","MasVnrType_BrkCmn","MasVnrType_Stone","MasVnrArea","ExterQual_Ex","ExterQual_TA","ExterCond_Ex","ExterCond_Fa","ExterCond_Po","Foundation_CBlock","Foundation_PConc","Foundation_Stone","Foundation_Wood","BsmtQual_Ex","BsmtQual_TA","BsmtCond_Po","BsmtExposure_Gd","BsmtExposure_No","BsmtFinType1_GLQ","BsmtFinType1_LwQ","BsmtFinType1_Unf","BsmtFinSF1","BsmtFinType2_ALQ","BsmtFinType2_BLQ","BsmtFinSF2","TotalBsmtSF","Heating_GasA","Heating_GasW","Heating_Grav","HeatingQC_Ex","HeatingQC_TA","CentralAir_N","CentralAir_Y","Electrical_SBrkr","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual_Ex","KitchenQual_TA","TotRmsAbvGrd","Functional_Maj2","Functional_Mod","Functional_Sev","Functional_Typ","Fireplaces","FireplaceQu_Ex","FireplaceQu_Po","GarageType_2Types","GarageType_Basment","GarageType_BuiltIn","GarageYrBlt","GarageFinish_Unf","GarageCars","GarageArea","GarageQual_Ex","GarageQual_Fa","GarageQual_Gd","PavedDrive_Y","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","MoSold","YrSold","SaleType_Con","SaleType_ConLD","SaleType_CWD","SaleType_New","SaleType_Oth","SaleType_WD","SaleCondition_Abnorml","SaleCondition_Family","salePrices"
"907",1,0,0,0,0,0,0,0,1,0,0.269864778292886,0.114970990915766,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1977,1989,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0856643356643357,0,0,0,0.395508421709295,1,0,0,0,1,0,1,1,0.267928858290304,0,0,0.215108245048365,0,0,0.25,0.5,0.375,0.333333333333333,0,0,0.25,0,0,0,1,0,0,0,0,0,0,1978,1,0.2,0.169354838709677,0,0,0,1,0.198850574712644,0,0,0,0,0,10,2009,0,0,0,0,0,1,0,0,11.8740972827986
"908",0,1,0,0,0,0,0,0,0,1,0.167597765363128,0.0693914570766329,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1925,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.213723776223776,0,0,0,0.23955084217093,1,0,0,0,1,1,0,1,0.195352839931153,0,0,0.156840165822202,0,0,0.25,0,0.375,0.333333333333333,0,1,0.333333333333333,0,0,0,0,0,0,0,0,0,0,1925,1,0.2,0.30241935483871,0,0,0,1,0,0,0.191780821917808,0,0.208333333333333,0,7,2006,0,0,0,0,0,1,1,0,11.3851034570321
"909",0,0,0,0,0,0,0,0,0,0,0.340782122905028,0.0715509422553663,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1949,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0.124125874125874,0,0,0,0.312227074235808,1,0,0,0,1,1,0,0,0.191336775674125,0.484745762711864,0,0.3841547673883,0,0,0.5,0,0.5,0.666666666666667,0,1,0.5,0,0,0,1,0,0,0,1,0,0,1949,1,0.6,0.585349462365591,0,0,0,1,0,0,0,0,0,0,8,2007,0,0,0,0,0,1,0,0,11.8844959179307
"910",0,0,0,0,0,1,0,1,0,0,0.0502793296089385,0.0244741653589784,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2009,2009,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.0551523947750363,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.128496503496503,0,0,0,0.190892077354959,1,0,0,1,0,0,1,1,0.0797475616752725,0.29636803874092,0,0.20497466605251,0,0,0.5,0.5,0.25,0.333333333333333,0,0,0.166666666666667,0,0,0,1,0,0,0,0,0,0,2009,0,0.4,0.354838709677419,0,0,0,1,0,0.315363881401617,0,0,0,0,6,2009,0,0,0,1,0,0,0,0,12.0652806728559
"911",0,0,0,0,0,1,0,0,0,1,0,0.010091994068614,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1970,1970,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.058055152394775,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0.170305676855895,1,0,0,0,0,0,1,1,0.0608146873207114,0.264406779661017,0,0.174573929064947,0,0,0.25,0.5,0.375,0.333333333333333,0,1,0.333333333333333,0,0,0,1,0,0,0,0,0,0,1970,1,0.2,0.192204301075269,0,0,0,1,0,0,0,0,0,0,1,2007,0,0,0,0,0,1,0,0,11.2252567257629
"912",1,0,0,0,0,0,1,0,0,0,0.162011173184358,0.110853572508314,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1949,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0218531468531469,0,0,0,0.149719276356831,1,0,0,0,1,1,0,0,0.0418818129661503,0,0,0.0336250575771534,0.333333333333333,0,0,0,0.125,0.333333333333333,0,1,0.166666666666667,0,0,0,1,0,0,0,0,0,0,1958,1,0.2,0.206989247311828,0,0,0,1,0,0,0,0,0,0,10,2006,0,0,0,0,0,1,1,0,10.4719781284965
"913",1,0,0,0,0,0,0,0,1,0,0.269864778292886,0.228041634874246,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1956,1956,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0.46284965034965,0,0,0,0.353711790393013,1,0,0,1,0,0,1,0,0.256741250717154,0,0,0.206126209120221,0,0,0.25,0,0.375,0.333333333333333,0,1,0.333333333333333,0,0,0,1,0,0,0,0,0,0,1956,0,0.2,0.190860215053763,0,0,0,1,0,0,0,0,0,0,4,2009,0,0,0,0,0,1,0,0,11.8130374648005
"914",0,0,0,1,0,0,0,0,1,0,0.458100558659218,0.170239414923482,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1991,1991,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.020979020979021,0,0,0.415465268676278,0.344354335620711,1,0,0,1,0,0,1,1,0.165806081468732,0.588377723970944,0,0.412943344081069,0.333333333333333,0,0.5,0.5,0.5,0.333333333333333,0,0,0.5,0,0,0,1,0.25,0,0,0,0,0,1991,0,0.6,0.559811827956989,0,0,0,1,0.0827586206896552,0.258760107816712,0.383561643835616,0,0,0,11,2007,0,0,0,0,0,1,0,0,12.3800301543255
"915",1,0,0,0,0,0,0,0,1,0,0.368715083798883,0.140064208692648,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1958,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.230769230769231,0,1,0.269331585845347,0.36930754834685,1,0,0,1,0,0,1,1,0.309810671256454,0,0,0.248733302625518,0.333333333333333,0,0.25,0,0.375,0.333333333333333,0,1,0.333333333333333,0,0,0,0,0.25,0,0,0,0,0,1990,1,0.4,0.403897849462366,0,0,0,1,0,0.068733153638814,0,0,0.329861111111111,0,5,2008,0,0,0,0,0,1,0,0,12.0810818210618
"916",0,0,0,1,0,0,0,0,1,0,0.273743016759777,0.10310821900059,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1994,1994,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0761973875181422,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.355769230769231,0,0,0,0.289457267623207,1,0,0,1,0,0,1,1,0.172690763052209,0.380145278450363,0,0.319438046982957,0,0.5,0.5,0.5,0.375,0.333333333333333,0,0,0.416666666666667,0,0,0,1,0,0,0,0,0,0,1994,0,0.4,0.316532258064516,0,0,0,1,0.344827586206897,0.117250673854447,0,0,0,0,7,2007,0,0,0,0,0,1,0,0,12.2110651621532
"917",0,0,0,0,0,0,0,0,1,0,0.256983240223464,0.10764313787593,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1900,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0.473776223776224,0,0,0,0.396756082345602,1,0,0,0,0,0,1,1,0.269076305220884,0.449394673123487,0,0.429755872869645,0.666666666666667,0,0.5,1,0.5,0.666666666666667,0,1,0.583333333333333,0,0,0,1,0,0,0,0,0,0,97,1,0,0,0,0,0,0,0,0.0943396226415094,0,0,0,0,9,2008,0,0,0,0,0,1,0,0,11.890683588497
"918",1,0,0,0,0,0,0,0,1,0,0.245810055865922,0.128662126948935,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2005,2006,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.0122377622377622,0,0,0,0.410480349344978,1,0,0,1,0,0,1,1,0.281698221457258,0,0,0.226163058498388,0,0,0.5,0,0.375,0.333333333333333,0,0,0.333333333333333,0,0,0,1,0.25,0,0,0,0,0,2005,0,0.4,0.266801075268817,0,0,0,1,0.114942528735632,0,0,0.0452755905511811,0,0,10,2006,0,0,0,1,0,0,0,0,12.0435007734545
"919",0,0,0,0,1,0,0,0,1,0,0.162011173184358,0.0966297634643901,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1993,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0.0721153846153846,0,0,0.551114023591088,0.500311915159077,1,0,0,1,0,0,1,1,0.368043602983362,0,0,0.295485951174574,0.333333333333333,0,0.5,0,0.25,0.333333333333333,0,0,0.25,0,0,0,1,0.25,0,0,0,0,0,1993,0,0.4,0.358198924731183,0,0,0,1,0,0.0929919137466307,0,0,0,0,7,2008,0,0,0,0,0,1,0,0,12.1704506492207
"920",1,0,0,0,0,0,0,0,1,0,0.324022346368715,0.12870531665251,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1980,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113933236574746,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.273164335664336,0,0,0.695281782437746,0.525888958203369,1,0,0,0,1,0,1,1,0.387837062535858,0,0,0.311377245508982,0.333333333333333,0,0.5,0,0.375,0.333333333333333,0,1,0.416666666666667,0,0,0,1,0.25,0,0,0,0,0,1980,1,0.4,0.411290322580645,0,0,0,1,0.441379310344828,0.176549865229111,0,0,0,0,5,2006,0,0,0,0,0,1,0,0,12.2428914379184
"921",1,0,0,0,0,0,0,0,1,0,0.269864778292886,0.206029282619024,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1977,1977,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.335227272727273,0,0,0.0609436435124509,0.351216469120399,1,0,0,0,1,0,1,1,0.227194492254733,0,0,0.18240442192538,0,0.5,0.5,0,0.375,0.333333333333333,1,0,0.333333333333333,0,0,0,1,0,0,0,0,0,0,1977,0,0.4,0.362903225806452,0,0,0,1,0.206896551724138,0,0,0,0,0,3,2008,0,0,0,0,0,1,1,0,12.072546967175
"922",0,0,0,1,0,0,0,0,1,0,0.402234636871508,0.154028879515124,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2003,2004,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.246734397677794,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.368371802869619,1,0,0,1,0,0,1,1,0.258175559380379,0.552058111380145,0,0.469829571625979,0,0,0.5,0.5,0.5,0.333333333333333,1,0,0.666666666666667,0,0,0,1,0.25,0,0,0,0,1,2003,0,0.6,0.440860215053763,0,0,0,1,0.119540229885057,0.134770889487871,0,0,0,0,5,2007,0,0,0,0,0,1,0,0,12.5602479680166
"923",0,0,0,1,0,0,0,0,1,0,0.269864778292886,0.123810483580714,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1968,1968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248185776487663,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0.241258741258741,0,0,0,0.25951341235184,1,0,0,0,0,0,1,1,0.219162363740677,0.426150121065375,0,0.378627360663289,0,0,0.5,0.5,0.5,0.333333333333333,0,1,0.583333333333333,0,0,0,1,0.25,0,0,0,0,0,1968,0,0.4,0.326612903225806,0,0,0,1,0,0.0579514824797844,0,0,0,0,4,2008,0,0,0,0,0,1,0,0,12.0782449558223
"924",1,0,0,0,0,0,0,0,1,0,0.269864778292886,0.15171103208995,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2001,2001,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.54678727386151,1,0,0,1,0,0,1,1,0.417096959265634,0,0,0.334868724090281,0,0,0.5,0,0.375,0.333333333333333,1,0,0.416666666666667,0,0,0,1,0.25,0,0,0,0,0,2001,0,0.4,0.350806451612903,0,0,0,1,0.232183908045977,0.203504043126685,0,0,0,0,6,2009,0,0,0,0,0,1,0,0,12.373707715235
"925",0,0,0,1,0,0,0,0,1,0,0.269864778292886,0.168526223348354,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1997,1997,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.206821480406386,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.300686213349969,1,0,0,0,0,0,1,1,0.189041881812966,0.601937046004843,0,0.438046982957163,0,0,0.5,0.5,0.5,0.333333333333333,0,0,0.5,0,0,0,1,0.25,0,0,0,0,1,1997,0,0.4,0.431451612903226,0,0,0,1,0,0,0,0,0,0,11,2006,0,0,0,0,0,1,0,0,12.3104371653488
"926",1,0,0,0,0,0,0,0,1,0,0.290502793296089,0.109773829918947,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2007,2007,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.00699300699300699,0,0,0,0.457267623206488,1,0,0,1,0,0,1,1,0.324727481353987,0,0,0.26070935052971,0,0,0.5,0,0.375,0.333333333333333,0,0,0.416666666666667,0,0,0,1,0,0,0,0,0,0,2007,0,0.6,0.40994623655914,0,0,0,1,0.114942528735632,0.0242587601078167,0,0,0,0,7,2009,0,0,0,0,0,1,0,0,12.2110651621532
"927",1,0,0,0,0,0,0,0,1,0,0.273743016759777,0.112293229294136,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1965,1965,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0.147727272727273,0,0,0.305373525557012,0.288521522145976,1,0,0,1,0,0,1,1,0.169535283993115,0,0,0.136112390603409,0,0.5,0.25,0,0.25,0.333333333333333,0,1,0.25,0,0,0,1,0,0,0,0,0,0,1965,1,0.2,0.288306451612903,0,0,0,1,0,0,0,0,0,0,7,2009,0,0,0,0,0,1,0,0,11.6742021231684
"928",1,0,0,0,0,0,0,0,1,0,0.35195530726257,0.149292408689768,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2006,2006,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.219158200290276,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0.594198378041173,1,0,0,1,0,0,1,1,0.450659781985083,0,0,0.361814831874712,0,0,0.5,0,0.375,0.333333333333333,1,0,0.5,0,0,0,1,0.25,0,0,0,0,0,2006,0,0.6,0.529569892473118,0,0,0,1,0,0.257412398921833,0,0,0,0,3,2007,0,0,0,0,0,1,0,0,12.676079399771
"929",1,0,0,0,0,0,0,0,1,0,0.23463687150838,0.103468133197046,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2004,2004,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.152394775036284,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.00874125874125874,0,0,0,0.467872738615097,1,0,0,1,0,0,1,1,0.334480780263913,0,0,0.268539843390143,0,0,0.5,0,0.375,0.333333333333333,0,0,0.333333333333333,0,0,0,1,0,0,0,0,0,0,2004,0,0.4,0.383064516129032,0,0,0,1,0.220689655172414,0.0485175202156334,0,0,0,0,8,2009,0,0,0,0,0,1,0,0,12.1547846142867
"930",0,1,0,0,0,0,0,0,1,0,0.173184357541899,0.0651444695584573,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1926,1953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0783744557329463,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.187149095446039,1,0,0,0,0,0,1,1,0.118473895582329,0,0,0.0951174573929065,0,0,0.25,0,0.125,0.333333333333333,0,1,0.25,0,0,0,1,0,0,0,0,0,0,1953,1,0.4,0.354838709677419,0,0,0,1,0,0,0.0547945205479452,0,0,0,6,2006,0,0,0,0,0,1,0,0,11.2885436473206
"931",1,0,0,0,0,0,0,0,1,0,0.256983240223464,0.126445055498769,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2003,2003,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0741664094010857,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.364073426573427,0,0,0,0.366812227074236,1,0,0,1,0,0,1,1,0.248422260470453,0,0,0.199447259327499,0.333333333333333,0,0.5,0,0.25,0.333333333333333,0,0,0.25,0,0,0,1,0,0,0,0,0,0,2003,0,0.4,0.372983870967742,0,0,0,1,0,0.055256064690027,0,0,0,0,8,2009,0,0,0,0,0,1,0,0,12.1275758256894
"932",0,0,0,1,0,0,0,0,1,0,0.301675977653631,0.120571255812614,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2005,2005,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.149038461538462,0,0,0,0.347161572052402,1,0,0,1,0,0,1,1,0.22346528973035,0.415496368038741,0,0.377015200368494,0,0,0.5,0.5,0.375,0.333333333333333,0,0,0.5,0,0,0,1,0.25,0,0,0,0,0,2005,0,0.4,0.463037634408602,0,0,0,1,0,0.0646900269541779,0,0,0,0,2,2009,0,0,0,0,0,1,0,0,12.441148720271
"933",0,0,0,1,0,0,0,0,1,0,0.290502793296089,0.107398396222341,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2006,2006,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.202797202797203,0,0,0,0.433873986275733,1,0,0,1,0,0,1,1,0.303212851405622,0.276513317191283,0,0.374942422846614,0,0,0.5,0.5,0.375,0.333333333333333,0,0,0.416666666666667,0,0,0,1,0,0,0,0,0,0,2006,0,0.6,0.583333333333333,0,0,0,1,0,0.121293800539084,0,0,0,0,8,2006,0,0,0,1,0,0,0,0,12.3875605215756
"934",0,0,0,0,0,0,0,0,1,0,0.269864778292886,0.328097781488893,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1940,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.321896444167187,1,0,0,1,0,0,1,1,0.250430292598967,0.579176755447942,0,0.476508521418701,0,0,0.5,0,0.5,0.333333333333333,0,1,0.666666666666667,0,0,0,1,0.5,0,0,0,0,0,1940,1,0.2,0.234543010752688,0,0,0,1,0.064367816091954,0,0.544520547945205,0,0,0,6,2010,0,0,0,0,0,0,0,0,12.4065655979242
"935",0,0,0,0,0,0,0,0,1,0,0.189944134078212,0.163257079512244,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1976,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0.409090909090909,0,0,0.259501965923984,0.538989394884591,1,0,0,0,1,0,1,1,0.399885255306942,0,0,0.321050207277752,0,0,0.5,0,0.5,0.666666666666667,0,1,0.5,0,0,0,1,0,0,0,0,0,0,1976,1,0.4,0.385752688172043,0,0,0,1,0.0459770114942529,0,0,0,0,0,7,2006,0,0,0,0,0,1,0,0,11.9243792716392
